DOWNLOADED,ALL
5R4H.pdb.gz,1Z8C
5R4G.pdb.gz,1YWB
5R4F.pdb.gz,1YWA
5R4E.pdb.gz,1YW5
5QY0.pdb.gz,1YVS
5QXZ.pdb.gz,1Z7R
5QXY.pdb.gz,1Z7P
5QXX.pdb.gz,1Z9F
5QXW.pdb.gz,1YXE
5QXV.pdb.gz,1Z9E
5QXU.pdb.gz,1Z9B
5QXT.pdb.gz,1YXL
5QXS.pdb.gz,1Z9L
5QXR.pdb.gz,1YXH
5QXQ.pdb.gz,1YWU
5QXP.pdb.gz,1YX4
5QXO.pdb.gz,1Z8S
5QXN.pdb.gz,1YX3
5QXM.pdb.gz,1Z8R
5QXL.pdb.gz,1Z91
5QXK.pdb.gz,1YX0
5QXJ.pdb.gz,1YWX
5QXI.pdb.gz,1YYC
5QUA.pdb.gz,1YYJ
5QU7.pdb.gz,1Z9W
5QU5.pdb.gz,1Z9V
5QU3.pdb.gz,1YY6
5QU2.pdb.gz,1Z9Z
5QU1.pdb.gz,1YZG
5QTY.pdb.gz,1YZF
5QTX.pdb.gz,1YZC
5QTW.pdb.gz,1YZB
5QTV.pdb.gz,1YZQ
5QTU.pdb.gz,1YZN
5QTT.pdb.gz,1YZL
5QT2.pdb.gz,1YZK
5QT1.pdb.gz,1YYX
5QT0.pdb.gz,1YZ7
5QSL.pdb.gz,1YZA
5QSK.pdb.gz,1YZS
5QSJ.pdb.gz,1ZBG
5QSI.pdb.gz,1ZBF
5QSH.pdb.gz,1ZD0
5QSG.pdb.gz,1ZCN
5QSF.pdb.gz,1ZD9
5QSE.pdb.gz,1ZCE
5QSD.pdb.gz,1ZDX
5QSC.pdb.gz,1ZDV
5QSB.pdb.gz,1ZDE
5QSA.pdb.gz,1ZEH
5QS9.pdb.gz,1ZEG
5QS8.pdb.gz,1ZFS
5QS7.pdb.gz,1ZG2
5QS6.pdb.gz,1ZFP
5QS5.pdb.gz,1ZGT
5QS4.pdb.gz,1ZGW
5QS3.pdb.gz,1ZGG
5QS2.pdb.gz,1ZHV
5QS1.pdb.gz,1ZJ6
5QS0.pdb.gz,1ZIT
5QRZ.pdb.gz,1ZIR
5QRY.pdb.gz,1ZIQ
5QRX.pdb.gz,1ZIE
5QRW.pdb.gz,1ZIB
5QRV.pdb.gz,1ZIA
5QRU.pdb.gz,1ZIM
5QRT.pdb.gz,1ZIJ
5QRS.pdb.gz,1ZK9
5QRR.pdb.gz,1ZK5
5QRQ.pdb.gz,1ZKA
5QRP.pdb.gz,1ZL8
5QRO.pdb.gz,1ZL7
5QRN.pdb.gz,1ZLB
5QRM.pdb.gz,1ZKZ
5QRL.pdb.gz,1ZM6
5QRK.pdb.gz,1ZMA
5QRJ.pdb.gz,1ZLF
5QRI.pdb.gz,1ZLD
5QRH.pdb.gz,1ZND
5QRG.pdb.gz,1ZMI
5QRF.pdb.gz,1ZMH
5QQP.pdb.gz,1ZMF
5QQO.pdb.gz,1ZME
5QPC.pdb.gz,1ZMQ
5QPB.pdb.gz,1ZMP
5QPA.pdb.gz,1ZMM
5QP9.pdb.gz,1ZNL
5QP8.pdb.gz,1ZNK
5QP7.pdb.gz,1ZNI
5QP6.pdb.gz,1ZNH
5QP5.pdb.gz,1ZNG
5QP4.pdb.gz,1ZNE
5QP3.pdb.gz,1ZNS
5QP2.pdb.gz,1ZO3
5QP1.pdb.gz,1ZO0
5QP0.pdb.gz,1ZOX
5QOZ.pdb.gz,1ZP6
5QOY.pdb.gz,1ZP5
5QOX.pdb.gz,1ZON
5QOW.pdb.gz,1ZPK
5QOV.pdb.gz,1ZR9
5QOU.pdb.gz,1ZR8
5QOT.pdb.gz,1ZRY
5QOS.pdb.gz,1ZSF
5QOR.pdb.gz,1ZS0
5QOQ.pdb.gz,1ZRI
5QOP.pdb.gz,1ZS7
5QOO.pdb.gz,1ZS5
5QON.pdb.gz,1ZRR
5QOM.pdb.gz,1ZSR
5QOL.pdb.gz,1ZUB
5QOK.pdb.gz,1ZUK
5QOJ.pdb.gz,1ZUI
5QOI.pdb.gz,1ZUH
5QOH.pdb.gz,1ZU2
5QIZ.pdb.gz,1ZU1
5QIY.pdb.gz,1ZTS
5QIX.pdb.gz,1ZVC
5QIW.pdb.gz,1ZVB
5QIV.pdb.gz,1ZV4
5QIU.pdb.gz,1ZUR
5QIT.pdb.gz,1ZV1
5QIS.pdb.gz,1ZUZ
5QIR.pdb.gz,1ZUY
5QIQ.pdb.gz,1ZV9
5QIP.pdb.gz,1ZWM
5QIO.pdb.gz,1ZVQ
5QIA.pdb.gz,1ZVN
5QI9.pdb.gz,1ZVX
5QI8.pdb.gz,1ZW6
5QI7.pdb.gz,1ZXF
5QI6.pdb.gz,1ZXA
5QI5.pdb.gz,1ZXK
5QI4.pdb.gz,1ZWT
5QI3.pdb.gz,1ZX3
5QI2.pdb.gz,1ZWP
5QI1.pdb.gz,1ZWO
5QI0.pdb.gz,1ZWN
5QHZ.pdb.gz,1ZX7
5QHY.pdb.gz,1ZYO
5QHX.pdb.gz,1ZYI
5QHW.pdb.gz,1ZY3
5QHV.pdb.gz,1ZXQ
5QHU.pdb.gz,1ZZF
5QHT.pdb.gz,1ZZP
5QHS.pdb.gz,1ZZI
5QHR.pdb.gz,1ZYU
5QHQ.pdb.gz,1ZYT
5QHP.pdb.gz,1ZYX
5QHO.pdb.gz,2A08
5QHN.pdb.gz,2A00
5QHM.pdb.gz,2A0T
5QHH.pdb.gz,2A15
5QHG.pdb.gz,2A13
5QHF.pdb.gz,2A0B
5QHE.pdb.gz,2A0A
5QHC.pdb.gz,2A0J
5QHB.pdb.gz,2A29
5QHA.pdb.gz,2A1V
5QH9.pdb.gz,2A26
5QH8.pdb.gz,2A1I
5QH7.pdb.gz,2A1E
5QH6.pdb.gz,2A1J
5QH5.pdb.gz,2A2Y
5QH4.pdb.gz,2A2P
5QH3.pdb.gz,2A2K
5QH2.pdb.gz,2A4D
5QH1.pdb.gz,2A4C
5QH0.pdb.gz,2A3J
5QGZ.pdb.gz,2A3G
5QGY.pdb.gz,2A3F
5QGX.pdb.gz,2A3S
5QGW.pdb.gz,2A3P
5QGV.pdb.gz,2A3M
5QGU.pdb.gz,2A4V
5QGT.pdb.gz,2A5E
5QGS.pdb.gz,2A4H
5QGR.pdb.gz,2A4F
5QGQ.pdb.gz,2A4T
5QGP.pdb.gz,2A55
5QGO.pdb.gz,2A6C
5QGN.pdb.gz,2A5M
5QGM.pdb.gz,2A5J
5QGL.pdb.gz,2A66
5QGK.pdb.gz,2A7F
5QGJ.pdb.gz,2A7D
5QGI.pdb.gz,2A7B
5QGH.pdb.gz,2A6U
5QGG.pdb.gz,2ALP
5QCN.pdb.gz,2ALB
5QCM.pdb.gz,2ALL
5QCL.pdb.gz,2ALJ
5QCK.pdb.gz,2ALG
5QCI.pdb.gz,2ALF
5QCF.pdb.gz,2ALE
5QCD.pdb.gz,2AMU
5QBZ.pdb.gz,2AN7
5QBW.pdb.gz,2AMM
5Q17.pdb.gz,2AO7
5Q12.pdb.gz,2B06
5Q11.pdb.gz,2B04
5Q10.pdb.gz,2B03
5Q1I.pdb.gz,2ANQ
5Q1G.pdb.gz,2B02
5Q1E.pdb.gz,2B01
5Q0X.pdb.gz,2ANO
5Q0W.pdb.gz,2B00
5Q0T.pdb.gz,2ANG
5Q0R.pdb.gz,2B18
5Q0M.pdb.gz,2B0V
5Q0K.pdb.gz,2B17
5Q0I.pdb.gz,2AP3
5Q0H.pdb.gz,1XBI
5Q0G.pdb.gz,1XCM
5Q0F.pdb.gz,1XCV
5Q0E.pdb.gz,1XD7
5Q0D.pdb.gz,1XD6
5PTP.pdb.gz,1XCH
5PTD.pdb.gz,1XE1
5PRN.pdb.gz,1XER
5PNT.pdb.gz,1XEP
5PGT.pdb.gz,1XEO
5PGS.pdb.gz,1XEN
5PGR.pdb.gz,1XEM
5PGQ.pdb.gz,1XEK
5PGP.pdb.gz,1XEJ
5PGO.pdb.gz,1XEI
5PGN.pdb.gz,1XG6
5PGL.pdb.gz,1XFT
5PGK.pdb.gz,1XFR
5PGJ.pdb.gz,1XFQ
5PGI.pdb.gz,1XG8
5PGH.pdb.gz,1XFN
5PGG.pdb.gz,1XFL
5PGF.pdb.gz,1XGW
5PGE.pdb.gz,1XHS
5PGD.pdb.gz,1XHD
5PGC.pdb.gz,1XJ3
5PGB.pdb.gz,1XJ2
5PGA.pdb.gz,1XJ0
5PG9.pdb.gz,1XJT
5PG8.pdb.gz,1XJS
5PG7.pdb.gz,1XJC
5PG6.pdb.gz,1XL5
5PG5.pdb.gz,1XKI
5PG4.pdb.gz,1XKE
5PG3.pdb.gz,1XL2
5PG2.pdb.gz,1XLR
5PG1.pdb.gz,1XN9
5PG0.pdb.gz,1XMW
5PFZ.pdb.gz,1XN8
5PFY.pdb.gz,1XNE
5PFX.pdb.gz,1X1S
5PFW.pdb.gz,1X1R
5PFV.pdb.gz,1X3B
5PFU.pdb.gz,1X3A
5PFT.pdb.gz,1WRK
5PFS.pdb.gz,1X3K
5PFR.pdb.gz,1WRJ
5PFQ.pdb.gz,1WRF
5PFP.pdb.gz,1WRD
5PFO.pdb.gz,1X3D
5PFN.pdb.gz,1WQR
5PFM.pdb.gz,1WQQ
5PFL.pdb.gz,1WQP
5PFJ.pdb.gz,1WR1
5PFI.pdb.gz,1WQO
5PFH.pdb.gz,1WQN
5PFG.pdb.gz,1WQM
5PFF.pdb.gz,1X2L
5PFE.pdb.gz,1X37
5PFD.pdb.gz,1WQU
5PFC.pdb.gz,1WR5
5PFB.pdb.gz,1X4D
5PFA.pdb.gz,1X4C
5PF9.pdb.gz,1WSB
5PF8.pdb.gz,1X4B
5PF7.pdb.gz,1X4A
5PF6.pdb.gz,1X4H
5PF5.pdb.gz,1X4G
5PF4.pdb.gz,1X4F
5PF3.pdb.gz,1X3S
5PF2.pdb.gz,1X44
5PF1.pdb.gz,1WRP
5PF0.pdb.gz,1WS1
5PEZ.pdb.gz,1WS0
5PEY.pdb.gz,1WRM
5PEX.pdb.gz,1WRZ
5PEW.pdb.gz,1WRY
5PEV.pdb.gz,1X3X
5PEU.pdb.gz,1WS6
5PET.pdb.gz,1X46
5PES.pdb.gz,1X5E
5PER.pdb.gz,1X5D
5PEQ.pdb.gz,1X5C
5PEO.pdb.gz,1X5B
5PEN.pdb.gz,1X5A
5PEM.pdb.gz,1WTM
5PEL.pdb.gz,1X5M
5PEK.pdb.gz,1X5L
5PEJ.pdb.gz,1X5K
5PEI.pdb.gz,1X5J
5PEH.pdb.gz,1X5I
5PEG.pdb.gz,1X5H
5PEF.pdb.gz,1X5G
5PEE.pdb.gz,1X5F
5PED.pdb.gz,1X53
5PEC.pdb.gz,1X52
5PEB.pdb.gz,1X51
5PEA.pdb.gz,1X50
5PE9.pdb.gz,1X4Z
5PE8.pdb.gz,1X4Y
5PE7.pdb.gz,1WSX
5PE6.pdb.gz,1X4X
5PE5.pdb.gz,1WSW
5PE4.pdb.gz,1X6D
5PE3.pdb.gz,1X6C
5PE2.pdb.gz,1WUB
5PE1.pdb.gz,1WUM
5PE0.pdb.gz,1X6I
5PDZ.pdb.gz,1WUG
5PDY.pdb.gz,1WTU
5PDX.pdb.gz,1X5S
5PDW.pdb.gz,1WU3
5PDV.pdb.gz,1X5R
5PDU.pdb.gz,1X5Q
5PDT.pdb.gz,1WTP
5PDS.pdb.gz,1X5O
5PDR.pdb.gz,1WTN
5PDQ.pdb.gz,1X5N
5PDP.pdb.gz,1X5Z
5PDO.pdb.gz,1X5Y
5PDN.pdb.gz,1WU9
5PDM.pdb.gz,1X5X
5PDL.pdb.gz,1X67
5PDK.pdb.gz,1X7N
5PDJ.pdb.gz,1WVL
5PDI.pdb.gz,1WVH
5PDH.pdb.gz,1X6R
5PDG.pdb.gz,1X6Q
5PDF.pdb.gz,1X6P
5PDE.pdb.gz,1X6O
5PDD.pdb.gz,1WUZ
5PDC.pdb.gz,1X6Z
5PDB.pdb.gz,1X6Y
5PDA.pdb.gz,1WV9
5PD9.pdb.gz,1X6X
5PD8.pdb.gz,1WWC
5PD7.pdb.gz,1WWB
5PD6.pdb.gz,1X8P
5PD5.pdb.gz,1X91
5PD4.pdb.gz,1X8O
5PD3.pdb.gz,1X8N
5PD2.pdb.gz,1WWI
5PD1.pdb.gz,1X82
5PD0.pdb.gz,1WVP
5PCZ.pdb.gz,1WVZ
5PCX.pdb.gz,1WXP
5PCW.pdb.gz,1X9L
5PCV.pdb.gz,1WWX
5PCU.pdb.gz,1WX7
5PCT.pdb.gz,1X8S
5PCS.pdb.gz,1X93
5PCR.pdb.gz,1WWQ
5PCQ.pdb.gz,1X8Q
5PCP.pdb.gz,1WXA
5PCO.pdb.gz,1WWY
5PCN.pdb.gz,1WYJ
5PCM.pdb.gz,1WYR
5PCL.pdb.gz,1WZ3
5PCK.pdb.gz,1WYQ
5PCJ.pdb.gz,1WYP
5PCI.pdb.gz,1WYO
5PCH.pdb.gz,1WZ0
5PCG.pdb.gz,1WYN
5PCF.pdb.gz,1WYM
5PCE.pdb.gz,1WYL
5PCD.pdb.gz,1WY9
5PCC.pdb.gz,1X9X
5PCB.pdb.gz,1WY6
5PCA.pdb.gz,1WYX
5PC9.pdb.gz,1XND
5PC8.pdb.gz,1XNC
5PC7.pdb.gz,1XNB
5PC6.pdb.gz,1XNA
5PC5.pdb.gz,1XN6
5PC4.pdb.gz,1XMT
5PC3.pdb.gz,1XN5
5PC2.pdb.gz,1XN4
5PC1.pdb.gz,1XO8
5PC0.pdb.gz,1XOB
5PBZ.pdb.gz,1XOA
5PBY.pdb.gz,1XNT
5PBX.pdb.gz,1XO3
5PBW.pdb.gz,1Y02
5PBV.pdb.gz,1Y00
5PBU.pdb.gz,1XOY
5PBT.pdb.gz,1XPH
5PBS.pdb.gz,1XPA
5PBR.pdb.gz,1Y0U
5PBQ.pdb.gz,1Y16
5PBP.pdb.gz,1Y15
5PBO.pdb.gz,1Y2F
5PBN.pdb.gz,1XPN
5PBM.pdb.gz,1XPX
5PBL.pdb.gz,1XPW
5PBK.pdb.gz,1XQ8
5PBJ.pdb.gz,1Y28
5PBI.pdb.gz,1Y2Q
5PBH.pdb.gz,1XR0
5PBG.pdb.gz,1Y2S
5PBF.pdb.gz,1XSC
5PBE.pdb.gz,1XSB
5PBD.pdb.gz,1XSA
5PBC.pdb.gz,1XSF
5PBB.pdb.gz,1XSD
5PBA.pdb.gz,1XTD
5PB9.pdb.gz,1XTE
5PB8.pdb.gz,1XT3
5PB7.pdb.gz,1Y4M
5PAZ.pdb.gz,1XSX
5PAL.pdb.gz,1XT6
5PAD.pdb.gz,1XT5
5PA6.pdb.gz,1Y6D
5PA5.pdb.gz,1XTS
5PA4.pdb.gz,1XTR
5PA3.pdb.gz,1Y63
5PA2.pdb.gz,1XTQ
5PA1.pdb.gz,1XU0
5PA0.pdb.gz,1Y5O
5P99.pdb.gz,1Y6W
5P98.pdb.gz,1XWE
5P97.pdb.gz,1XWC
5P96.pdb.gz,1XX0
5P95.pdb.gz,1XWN
5P94.pdb.gz,1Y8M
5P93.pdb.gz,1XW7
5P92.pdb.gz,1XW4
5P91.pdb.gz,1XW3
5P90.pdb.gz,1XVQ
5P21.pdb.gz,1Y7Q
5P9Z.pdb.gz,1Y81
5P9Y.pdb.gz,1Y7Y
5P9X.pdb.gz,1Y7X
5P9W.pdb.gz,1Y88
5P9V.pdb.gz,1Y9B
5P9U.pdb.gz,1Y9O
5P9T.pdb.gz,1XXN
5P9S.pdb.gz,1Y9L
5P9Q.pdb.gz,1Y9J
5P9P.pdb.gz,1XWW
5P9O.pdb.gz,1XX3
5P9N.pdb.gz,1Y93
5P9M.pdb.gz,1XYH
5P9L.pdb.gz,1XYD
5P9K.pdb.gz,1XYQ
5P9J.pdb.gz,1XZ1
5P9I.pdb.gz,1XYN
5P9H.pdb.gz,1XYK
5P9G.pdb.gz,1XYJ
5P9F.pdb.gz,1Y9X
5P9E.pdb.gz,1Y9T
5P9D.pdb.gz,1Y9Q
5P9C.pdb.gz,1XYY
5P9B.pdb.gz,1XYX
5P9A.pdb.gz,1XZ9
5P8Z.pdb.gz,1XYW
5P8Y.pdb.gz,1XYV
5P8X.pdb.gz,1XYU
5P2P.pdb.gz,1XZ3
5OXZ.pdb.gz,1YAP
5OXX.pdb.gz,1YAO
5OXI.pdb.gz,1YAN
5OXC.pdb.gz,1YAM
5OXB.pdb.gz,1YAT
5OXA.pdb.gz,1YB3
5OX9.pdb.gz,1YAQ
5OX8.pdb.gz,1YA9
5OX6.pdb.gz,1YAB
5OX5.pdb.gz,1YBJ
5OX2.pdb.gz,1YAZ
5OWP.pdb.gz,1YCR
5OWM.pdb.gz,1YCQ
5OWK.pdb.gz,1YCM
5OWG.pdb.gz,1YCL
5OWF.pdb.gz,1YCK
5OWE.pdb.gz,1YCC
5OWC.pdb.gz,1YE8
5OWB.pdb.gz,1YDU
5OW8.pdb.gz,1YEB
5OW2.pdb.gz,1YEA
5OVV.pdb.gz,1YEL
5OVP.pdb.gz,1YFU
5OVC.pdb.gz,1YG2
5OVB.pdb.gz,1YFY
5OVA.pdb.gz,1YFX
5OV8.pdb.gz,1YFW
5OUZ.pdb.gz,1YFC
5OUW.pdb.gz,1YFB
5OUO.pdb.gz,1YGT
5OUN.pdb.gz,1YH5
5OTX.pdb.gz,1YH2
5OTW.pdb.gz,1YGO
5OTV.pdb.gz,1YGW
5OTU.pdb.gz,1YGM
5OTT.pdb.gz,1VA9
5OTN.pdb.gz,1VA8
5OSF.pdb.gz,1VAS
5OSE.pdb.gz,1VAU
5OSD.pdb.gz,1VAT
5OS9.pdb.gz,1VAE
5OS6.pdb.gz,1VC5
5OS5.pdb.gz,1VBS
5OS4.pdb.gz,1VC3
5OS3.pdb.gz,1VC0
5OS2.pdb.gz,1VBZ
5OS1.pdb.gz,1VBY
5OS0.pdb.gz,1VBX
5ORZ.pdb.gz,1VC6
5ORY.pdb.gz,1VCS
5ORX.pdb.gz,1VD0
5ORW.pdb.gz,1VCK
5ORV.pdb.gz,1VDT
5ORT.pdb.gz,1VDS
5ORS.pdb.gz,1VDQ
5ORR.pdb.gz,1VE0
5ORP.pdb.gz,1VDY
5ORO.pdb.gz,1VDX
5ORN.pdb.gz,1VDN
5ORL.pdb.gz,1VER
5ORE.pdb.gz,1VEE
5ORB.pdb.gz,1VED
5OR9.pdb.gz,1VEI
5OR8.pdb.gz,1VFQ
5OR5.pdb.gz,1VG1
5OQW.pdb.gz,1VH2
5OQK.pdb.gz,1VGJ
5OQE.pdb.gz,1VI4
5OQA.pdb.gz,1VHH
5OQ9.pdb.gz,1VHF
5OQ8.pdb.gz,1VI3
5OQ6.pdb.gz,1VHP
5OQ5.pdb.gz,1VJ6
5OQ1.pdb.gz,1VIK
5OQ0.pdb.gz,1VIJ
5OPZ.pdb.gz,1VIP
5OPV.pdb.gz,1VJX
5OPU.pdb.gz,1VK9
5OPS.pdb.gz,1VKB
5OPR.pdb.gz,1VJF
5OPF.pdb.gz,1VK5
5OPB.pdb.gz,1VJQ
5OP7.pdb.gz,1VL9
5OP5.pdb.gz,1VKK
5OP4.pdb.gz,1VKU
5OP3.pdb.gz,1VKR
5OP2.pdb.gz,1VKQ
5OP1.pdb.gz,1VM9
5OOZ.pdb.gz,1VMB
5OOV.pdb.gz,1VLK
5OOU.pdb.gz,1VLS
5OOT.pdb.gz,1VMJ
5OOS.pdb.gz,1VMH
5OOR.pdb.gz,1W0B
5OOP.pdb.gz,1W08
5OON.pdb.gz,1W02
5OOH.pdb.gz,1VPI
5OOG.pdb.gz,1W1G
5OOA.pdb.gz,1W1D
5OO9.pdb.gz,1W0N
5OO8.pdb.gz,1W0U
5OO5.pdb.gz,1W16
5OO4.pdb.gz,1W0T
5ONS.pdb.gz,1W15
5ONO.pdb.gz,1W2I
5ONN.pdb.gz,1VQ2
5ONM.pdb.gz,1VPZ
5ONL.pdb.gz,1W24
5ONK.pdb.gz,1VRK
5ONJ.pdb.gz,1VRF
5ONE.pdb.gz,1VRE
5OMZ.pdb.gz,1W3E
5OMT.pdb.gz,1VR3
5OML.pdb.gz,1W2R
5OLX.pdb.gz,1W2Q
5OLE.pdb.gz,1VR8
5OLD.pdb.gz,1V6B
5OL9.pdb.gz,1V6P
5OL7.pdb.gz,1UV0
5OL1.pdb.gz,1V70
5OJC.pdb.gz,1V67
5OJB.pdb.gz,1V5U
5OJA.pdb.gz,1UTT
5OJ9.pdb.gz,1V5S
5OIA.pdb.gz,1V64
5OI8.pdb.gz,1UTR
5OI7.pdb.gz,1V63
5OI5.pdb.gz,1V5Q
5OI3.pdb.gz,1V62
5OI2.pdb.gz,1V5P
5OHQ.pdb.gz,1V61
5OGU.pdb.gz,1UTX
5OGH.pdb.gz,1UVC
5OGB.pdb.gz,1V7Q
5OER.pdb.gz,1UW0
5OEM.pdb.gz,1UUX
5OEH.pdb.gz,1V76
5OEG.pdb.gz,1V74
5ODY.pdb.gz,1UUY
5ODX.pdb.gz,1VSE
5ODL.pdb.gz,1VSD
5ODG.pdb.gz,1VSM
5OD9.pdb.gz,1W4M
5OD7.pdb.gz,1VSL
5OD6.pdb.gz,1VSK
5OD4.pdb.gz,1VSJ
5OCV.pdb.gz,1VSI
5OCI.pdb.gz,1VSH
5OCG.pdb.gz,1VSF
5OC6.pdb.gz,1W42
5OC5.pdb.gz,1W41
5OC4.pdb.gz,1W40
5OC0.pdb.gz,1W3M
5OBR.pdb.gz,1VRV
5OBN.pdb.gz,1VTN
5OBK.pdb.gz,1VTM
5OBJ.pdb.gz,1W5K
5OBE.pdb.gz,1W5J
5OBD.pdb.gz,1W4U
5OBC.pdb.gz,1W4S
5OB9.pdb.gz,1VSR
5OB8.pdb.gz,1W70
5OB7.pdb.gz,1VVE
5OB6.pdb.gz,1W7E
5OB2.pdb.gz,1VVD
5OAZ.pdb.gz,1W7D
5OAX.pdb.gz,1VVC
5OAV.pdb.gz,1W7O
5OAQ.pdb.gz,1W6V
5OAB.pdb.gz,1W6Z
5OA9.pdb.gz,1W6Y
5O99.pdb.gz,1W6X
5O97.pdb.gz,1W8I
5O55.pdb.gz,1VWH
5O45.pdb.gz,1VWG
5O41.pdb.gz,1VWF
5O39.pdb.gz,1VWE
5O38.pdb.gz,1VWD
5O27.pdb.gz,1VWC
5O20.pdb.gz,1VWB
5O19.pdb.gz,1VWQ
5O18.pdb.gz,1W92
5O17.pdb.gz,1VWP
5O13.pdb.gz,1VWO
5O12.pdb.gz,1VWN
5O11.pdb.gz,1VWM
5O10.pdb.gz,1W8M
5O7W.pdb.gz,1W8L
5O7V.pdb.gz,1W7R
5O7U.pdb.gz,1W8A
5O7S.pdb.gz,1VXH
5O7R.pdb.gz,1VXG
5O7Q.pdb.gz,1VXF
5O7L.pdb.gz,1VXE
5O7K.pdb.gz,1VXD
5O7J.pdb.gz,1VXC
5O7B.pdb.gz,1W9R
5O07.pdb.gz,1W8V
5O6Q.pdb.gz,1W8U
5O5S.pdb.gz,1W8T
5O5H.pdb.gz,1VWR
5O5F.pdb.gz,1VXB
5O5A.pdb.gz,1VXA
5O4T.pdb.gz,1VYK
5O3S.pdb.gz,1VYI
5O3I.pdb.gz,1VYG
5O3H.pdb.gz,1VYF
5O3F.pdb.gz,1VYN
5O3E.pdb.gz,1W9W
5O3D.pdb.gz,1VZM
5O3C.pdb.gz,1WA8
5O3A.pdb.gz,1WAQ
5O2Y.pdb.gz,1WAS
5O2P.pdb.gz,1WAD
5O1Z.pdb.gz,1WC2
5O1Y.pdb.gz,1WBM
5O1X.pdb.gz,1WC9
5O1W.pdb.gz,1WC8
5O1T.pdb.gz,1WBC
5O1Q.pdb.gz,1WBA
5O1K.pdb.gz,1WBK
5O0T.pdb.gz,1WCU
5O00.pdb.gz,1WCJ
5NZB.pdb.gz,1WCF
5NZ2.pdb.gz,1WE6
5NYZ.pdb.gz,1WE2
5NYN.pdb.gz,1WE8
5NYM.pdb.gz,1WE7
5NYK.pdb.gz,1WDG
5NX0.pdb.gz,1WDF
5NWX.pdb.gz,1WF7
5NWM.pdb.gz,1WF6
5NW6.pdb.gz,1WF5
5NVJ.pdb.gz,1WF1
5NVI.pdb.gz,1WEZ
5NUN.pdb.gz,1WEY
5NUM.pdb.gz,1WEX
5NUL.pdb.gz,1WF9
5NUK.pdb.gz,1WF8
5NUJ.pdb.gz,1WEL
5NUC.pdb.gz,1WFV
5NUB.pdb.gz,1WG7
5NUA.pdb.gz,1WFU
5NU9.pdb.gz,1WG6
5NU8.pdb.gz,1WFT
5NU7.pdb.gz,1WG5
5NU6.pdb.gz,1WFS
5NU3.pdb.gz,1WFR
5NU2.pdb.gz,1WG3
5NTY.pdb.gz,1WFZ
5NSA.pdb.gz,1WFY
5NRW.pdb.gz,1WFX
5NRP.pdb.gz,1WFG
5NR6.pdb.gz,1WFO
5NR5.pdb.gz,1WFN
5NQO.pdb.gz,1WFM
5NQN.pdb.gz,1WFJ
5NQM.pdb.gz,1WFI
5NQ5.pdb.gz,1WH8
5NPT.pdb.gz,1WGV
5NP9.pdb.gz,1WGU
5NP5.pdb.gz,1WH6
5NP4.pdb.gz,1WGS
5NP3.pdb.gz,1WH4
5NP2.pdb.gz,1WGR
5NOZ.pdb.gz,1WGQ
5NOY.pdb.gz,1WHA
5NOX.pdb.gz,1WGY
5NOW.pdb.gz,1WGH
5NOV.pdb.gz,1WGB
5NOU.pdb.gz,1WGP
5NOT.pdb.gz,1WH1
5NOS.pdb.gz,1WGO
5NOR.pdb.gz,1WH0
5NOQ.pdb.gz,1WGK
5NOI.pdb.gz,1WHX
5NOH.pdb.gz,1WI8
5NOC.pdb.gz,1WHV
5NO0.pdb.gz,1WHU
5NNX.pdb.gz,1WI5
5NNH.pdb.gz,1WI4
5NNG.pdb.gz,1WHR
5NNF.pdb.gz,1WHI
5NNE.pdb.gz,1WHH
5NND.pdb.gz,1WHG
5NNC.pdb.gz,1WHD
5NN7.pdb.gz,1WHB
5NN2.pdb.gz,1WI2
5NN1.pdb.gz,1WI1
5NMY.pdb.gz,1WI0
5NMM.pdb.gz,1WHN
5NMJ.pdb.gz,1WHJ
5NMC.pdb.gz,1WIZ
5NM6.pdb.gz,1WIX
5NLZ.pdb.gz,1WJ7
5NLW.pdb.gz,1WJ6
5NLU.pdb.gz,1WJ5
5NLS.pdb.gz,1WIS
5NLR.pdb.gz,1WJ4
5NLQ.pdb.gz,1WJB
5NLP.pdb.gz,1WIJ
5NLO.pdb.gz,1WIF
5NLN.pdb.gz,1WID
5NLL.pdb.gz,1WIC
5NLK.pdb.gz,1WIR
5NLJ.pdb.gz,1WJ3
5NLI.pdb.gz,1WJ1
5NLH.pdb.gz,1WIN
5NLF.pdb.gz,1WIK
5NLD.pdb.gz,1WJX
5NL8.pdb.gz,1WK9
5NL5.pdb.gz,1WJW
5NL4.pdb.gz,1WJU
5NKX.pdb.gz,1WJT
5NKW.pdb.gz,1WKC
5NKT.pdb.gz,1WKA
5NKO.pdb.gz,1WJK
5NKN.pdb.gz,1WJJ
5NJS.pdb.gz,1WJG
5NJR.pdb.gz,1WJF
5NJQ.pdb.gz,1WJD
5NJP.pdb.gz,1WJS
5NJO.pdb.gz,1WJR
5NJN.pdb.gz,1WJQ
5NJM.pdb.gz,1WK2
5NJL.pdb.gz,1WJP
5NJE.pdb.gz,1WK1
5NJ7.pdb.gz,1WJO
5NJ1.pdb.gz,1WK0
5NJ0.pdb.gz,1WJM
5NIZ.pdb.gz,1WL8
5NIR.pdb.gz,1WLD
5NIO.pdb.gz,1WLC
5NIM.pdb.gz,1WLA
5NHX.pdb.gz,1WKI
5NHI.pdb.gz,1WLX
5NH1.pdb.gz,1WLW
5NGZ.pdb.gz,1WLM
